Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
Ryder System Inc (R),2016-12,42.48,0.63,0.0054,-0.0589,0.16,0.22,0.0852,0.0279,0.4945,2.6270,5.31,4.18,0.0135,0.0044,0.0235,0.0428,1.34,0.0772,0
Ryder System Inc (R),2017-03,44.71,0.56,0.0035,-0.0788,0.16,0.19,0.0559,0.0221,0.4854,2.5609,5.28,2.78,0.0088,0.0035,0.0185,0.0380,1.25,0.0622,0
Ryder System Inc (R),2017-06,46.14,0.73,0.0050,-0.0396,0.16,0.20,0.0725,0.0284,0.4840,2.5568,5.28,3.72,0.0116,0.0046,0.0242,0.0402,1.04,0.0743,0
Ryder System Inc (R),2017-09,47.99,1.02,0.0058,0.0020,0.16,0.20,0.0723,0.0319,0.4751,2.4593,5.18,3.82,0.0118,0.0052,0.0270,0.0402,1.20,0.0812,1
Ryder System Inc (R),2017-12,44.96,0.66,0.0068,-0.0603,0.17,0.20,0.0593,0.3272,0.4724,1.9082,4.04,3.26,0.0102,0.0561,0.2266,0.0372,0.91,0.0706,0
Ryder System Inc (R),2018-03,46.63,0.72,0.0063,-0.0424,0.16,0.18,0.0568,0.0176,0.4838,1.9860,4.11,2.86,0.0092,0.0029,0.0117,0.0391,0.55,0.0555,0
Ryder System Inc (R),2018-06,45.42,0.68,0.0060,-0.0532,0.17,0.19,0.0706,0.0202,0.4888,2.1039,4.30,3.48,0.0121,0.0035,0.0149,0.0404,0.78,0.0846,0
Ryder System Inc (R),2018-09,48.24,0.67,0.0048,-0.0566,0.17,0.19,0.0758,0.0411,0.4953,2.1529,4.35,3.45,0.0129,0.0070,0.0304,0.0407,0.57,0.0624,0
Signet Jewelers Ltd (SIG),2016-01,69.36,3.99,0.0213,0.5316,0.37,0.42,0.0587,0.1136,0.2133,0.4505,2.11,11.61,0.0217,0.0421,0.0888,0.0282,6.37,0.2572,1
Signet Jewelers Ltd (SIG),2016-04,100.00,4.30,0.0176,0.5422,0.25,0.38,0.1343,0.0930,0.2212,0.4588,2.07,17.97,0.0330,0.0228,0.0474,0.0393,2.91,0.0805,1
Signet Jewelers Ltd (SIG),2016-07,112.64,3.85,0.0188,0.5182,0.22,0.34,0.0873,0.0596,0.2491,0.5448,2.19,10.08,0.0190,0.0130,0.0284,0.0256,3.16,0.1241,1
Signet Jewelers Ltd (SIG),2016-10,127.17,3.41,0.0127,0.4963,0.18,0.30,0.0271,0.0143,0.2486,0.7229,2.91,2.53,0.0049,0.0026,0.0076,0.0114,0.55,0.0321,1
Signet Jewelers Ltd (SIG),2017-01,77.65,3.86,0.0150,0.5212,0.34,0.42,0.0514,0.1311,0.2136,0.5658,2.65,8.98,0.0177,0.0451,0.1195,0.0245,3.85,0.2253,1
Signet Jewelers Ltd (SIG),2017-04,116.50,4.44,0.0154,0.5401,0.22,0.35,0.0822,0.0559,0.2232,0.5674,2.54,9.15,0.0178,0.0121,0.0309,0.0249,1.01,0.0394,1
Signet Jewelers Ltd (SIG),2017-07,48.71,2.40,0.0189,0.4012,0.22,0.33,0.0969,0.0667,0.2605,0.7556,2.90,10.04,0.0215,0.0148,0.0429,0.0285,7.13,0.2146,1
Signet Jewelers Ltd (SIG),2017-10,57.39,2.63,0.0195,0.3697,0.20,0.28,0.0048,-0.0034,0.1704,0.4622,2.71,0.33,0.0009,-0.0007,-0.0018,0.0090,17.76,1.0849,1
Signet Jewelers Ltd (SIG),2018-01,30.70,3.32,0.0385,0.4125,0.39,0.40,0.0285,0.1532,0.1254,0.2929,2.34,6.54,0.0112,0.0602,0.1405,0.0205,6.43,0.6258,1
Bonanza Creek Energy,2014-12,67.05,1.05,0.0013,0.0050,0.06,0.82,-0.4421,-0.3506,0.4190,1.1359,2.71,-3.77,-0.0271,-0.0215,-0.0584,0.0085,0.27,0.0616,0
Signet Jewelers Ltd (SIG),2018-07,13.25,2.69,0.0283,0.3803,0.30,0.30,-0.0271,-0.0162,0.1651,0.5589,3.39,-4.10,-0.0081,-0.0049,-0.0164,0.0007,14.16,0.5427,1
Red Rock Resorts Inc Class A (RRR),2016-03,9.33,1.02,0.0417,0.0012,0.12,0.59,0.2681,0.1604,0.7221,3.5074,4.86,2.75,0.0328,0.0196,0.0953,0.0462,3.07,0.0453,1
Red Rock Resorts Inc Class A (RRR),2016-06,8.56,1.44,0.0808,0.0341,0.11,0.57,0.2300,0.0009,0.7425,12.5213,16.86,2.37,0.0260,0.0001,0.0016,0.0383,1.24,0.0302,1
Red Rock Resorts Inc Class A (RRR),2016-09,9.10,0.91,0.0297,-0.0063,0.11,0.56,0.2153,0.0238,0.7514,12.8250,17.07,2.12,0.0230,0.0026,0.0435,0.0342,2.29,0.0300,1
Red Rock Resorts Inc Class A (RRR),2016-12,9.93,1.01,0.0379,0.0009,0.11,0.54,0.2082,0.1954,0.6870,6.9258,10.08,4.49,0.0233,0.0219,0.2204,0.0354,2.50,0.0442,1
Red Rock Resorts Inc Class A (RRR),2017-03,9.68,0.91,0.0340,-0.0065,0.12,0.55,0.2202,0.0467,0.6739,6.4462,9.57,2.68,0.0267,0.0057,0.0541,0.0395,2.30,0.0401,1
Red Rock Resorts Inc Class A (RRR),2017-06,9.05,0.91,0.0352,-0.0064,0.12,0.53,0.1883,-0.0627,0.7012,7.4412,10.61,2.28,0.0217,-0.0072,-0.0766,0.0348,0.13,0.0032,0
Red Rock Resorts Inc Class A (RRR),2017-09,9.40,1.29,0.0566,0.0335,0.10,0.54,0.1883,0.0294,0.7295,8.3777,11.48,2.41,0.0192,0.0030,0.0344,0.0301,1.15,0.0265,1
Red Rock Resorts Inc Class A (RRR),2017-12,11.13,1.43,0.0639,0.0283,0.11,0.54,0.5516,0.0749,0.7232,6.8561,9.48,15.41,0.0600,0.0082,0.0773,0.0721,1.37,0.0421,1
Red Rock Resorts Inc Class A (RRR),2018-03,9.70,1.09,0.0486,0.0062,0.11,0.55,0.2653,0.1216,0.7103,6.1333,8.64,3.59,0.0303,0.0139,0.1200,0.0420,0.77,0.0405,1
Red Rock Resorts Inc Class A (RRR),2018-06,9.51,0.67,0.0291,-0.0275,0.11,0.53,0.3570,0.1988,0.7008,5.1514,7.35,4.70,0.0399,0.0222,0.1633,0.0522,0.71,0.0325,1
UniFirst Corp (UNF),2014-08,39.00,3.08,0.1347,0.2796,0.25,0.38,0.1347,0.0820,0.0054,0.0068,1.26,198.42,0.0333,0.0203,0.0255,0.0466,3.59,8.0924,1
UniFirst Corp (UNF),2014-11,40.86,3.20,0.1457,0.2919,0.25,0.41,0.1636,0.1010,0.0042,0.0053,1.25,322.28,0.0414,0.0256,0.0321,0.0541,3.03,8.6100,1
UniFirst Corp (UNF),2015-02,39.61,3.30,0.1553,0.2990,0.24,0.38,0.1150,0.0704,0.0038,0.0048,1.26,173.85,0.0279,0.0171,0.0215,0.0407,1.93,9.6131,1
UniFirst Corp (UNF),2015-05,38.87,3.41,0.1553,0.2998,0.24,0.39,0.1432,0.0889,0.0022,0.0028,1.25,236.89,0.0345,0.0214,0.0267,0.0473,1.40,15.2183,1
UniFirst Corp (UNF),2015-08,38.05,3.59,0.1804,0.3116,0.23,0.39,0.1278,0.0806,0.0009,0.0011,1.23,203.96,0.0299,0.0189,0.0233,0.0441,3.63,49.4606,1
UniFirst Corp (UNF),2015-11,40.72,3.56,0.1965,0.3237,0.24,0.40,0.1561,0.0961,0.0004,0.0005,1.24,263.77,0.0368,0.0226,0.0281,0.0495,2.74,95.9085,1
UniFirst Corp (UNF),2016-02,39.15,4.41,0.2102,0.3497,0.23,0.37,0.1052,0.0647,0.0002,0.0002,1.23,175.20,0.0240,0.0147,0.0181,0.0365,2.08,172.7076,1
Stag Industrial Inc (STAG),2014-09,32.98,0.88,0.0080,-0.0024,0.03,1.00,0.1087,0.0081,0.4518,0.9068,2.01,0.71,0.0031,0.0002,0.0005,0.0188,0.20,0.0377,1
Stag Industrial Inc (STAG),2014-12,30.51,1.65,0.0189,0.0116,0.03,1.00,0.0911,-0.0482,0.4212,0.7942,1.89,0.64,0.0028,-0.0015,-0.0028,0.0194,0.27,0.0441,1
Stag Industrial Inc (STAG),2015-03,32.96,1.28,0.0112,0.0049,0.03,1.00,0.1290,-0.0241,0.4415,0.8730,1.98,0.82,0.0039,-0.0007,-0.0014,0.0205,0.43,0.0292,1
Stag Industrial Inc (STAG),2015-06,33.23,1.18,0.0111,0.0035,0.03,1.00,0.0701,-0.0914,0.4372,0.8582,1.96,0.41,0.0021,-0.0028,-0.0054,0.0190,0.51,0.0420,1
Stag Industrial Inc (STAG),2015-09,32.95,0.92,0.0115,-0.0019,0.03,1.00,0.0523,-0.0773,0.4716,1.0024,2.13,0.31,0.0016,-0.0024,-0.0050,0.0184,0.43,0.0420,0
Stag Industrial Inc (STAG),2015-12,32.83,1.24,0.0107,0.0042,0.03,1.00,-0.2305,-0.3230,0.5179,1.2037,2.32,-1.38,-0.0071,-0.0100,-0.0232,0.0100,0.29,0.0321,1
Stag Industrial Inc (STAG),2016-03,33.16,1.26,0.0126,0.0051,0.03,1.00,0.1224,0.1947,0.4847,1.0598,2.19,0.69,0.0039,0.0062,0.0137,0.0205,-3.62,0.0274,1
Eldorado Resorts Inc (ERI),2014-09,10.27,1.58,0.0779,0.0377,0.07,0.39,0.0761,-0.0515,0.6777,4.8324,7.13,1.06,0.0051,-0.0035,-0.0248,0.0097,4.41,0.0148,1
Eldorado Resorts Inc (ERI),2014-12,3.90,1.28,0.0745,0.0218,0.14,0.35,0.0612,-0.0667,0.6626,5.1401,7.76,0.58,0.0085,-0.0093,-0.0722,0.0191,2.56,0.0197,1
Eldorado Resorts Inc (ERI),2015-03,3.01,1.37,0.0625,0.0237,0.15,0.37,0.0758,-0.0368,0.6746,5.3177,7.88,0.74,0.0110,-0.0054,-0.0422,0.0214,-0.78,-0.0076,1
Eldorado Resorts Inc (ERI),2015-06,4.19,1.36,0.0758,0.0277,0.16,0.39,0.1263,0.0263,0.6616,5.1225,7.74,1.34,0.0197,0.0041,0.0318,0.0296,2.41,0.0324,1
Eldorado Resorts Inc (ERI),2016-03,4.02,0.90,0.0343,-0.0077,0.17,0.39,0.0876,0.0158,0.6464,3.0235,4.68,1.44,0.0145,0.0026,0.0123,0.0271,1.03,0.0131,1
Eldorado Resorts Inc (ERI),2016-06,5.65,0.77,0.0291,-0.0194,0.18,0.40,0.1321,0.0467,0.6228,2.7717,4.45,2.39,0.0240,0.0085,0.0377,0.0362,4.58,0.0476,1
Eldorado Resorts Inc (ERI),2016-09,6.36,0.94,0.0349,-0.0045,0.19,0.41,0.1359,0.0401,0.6182,2.6630,4.31,2.61,0.0257,0.0076,0.0326,0.0380,1.87,0.0298,1
Eldorado Resorts Inc (ERI),2016-12,6.41,1.00,0.0472,-0.0002,0.16,0.38,0.0381,0.0047,0.6185,2.6819,4.34,0.63,0.0061,0.0007,0.0032,0.0183,1.75,0.0316,1
Eldorado Resorts Inc (ERI),2017-03,3.93,0.94,0.0271,-0.0030,0.12,0.39,0.0702,0.0047,0.7081,3.8657,5.46,1.12,0.0086,0.0006,0.0031,0.0181,0.84,0.0044,1
Mack-Cali Realty Corp (CLI),2015-09,78.60,1.11,0.0177,0.0047,0.04,1.00,-0.9531,-0.8682,0.5107,1.3666,2.68,-5.64,-0.0348,-0.0317,-0.0848,-0.0231,1.11,0.0220,0
Eldorado Resorts Inc (ERI),2017-09,6.70,1.78,0.0376,0.0491,0.12,0.47,0.1822,0.0664,0.6206,2.6057,4.20,2.78,0.0226,0.0082,0.0346,0.0307,2.95,0.0309,1
Eldorado Resorts Inc (ERI),2017-12,8.72,1.15,0.0380,0.0090,0.13,0.45,-0.0781,0.1898,0.6176,2.3174,3.75,-1.21,-0.0104,0.0253,0.0949,-0.0002,1.93,0.0267,1
Eldorado Resorts Inc (ERI),2018-03,6.90,2.19,0.0516,0.0726,0.12,0.47,0.1472,0.0474,0.6167,2.2852,3.71,2.07,0.0182,0.0059,0.0218,0.0271,3.69,0.0356,1
Eldorado Resorts Inc (ERI),2018-06,6.86,2.32,0.0561,0.0799,0.13,0.48,0.1685,0.0806,0.6087,2.1984,3.61,2.45,0.0214,0.0102,0.0369,0.0302,2.12,0.0322,1
Boyd Gaming Corp (BYD),2015-03,5.01,0.69,0.0295,-0.0230,0.12,0.46,0.1518,0.0638,0.7689,7.1086,9.25,1.47,0.0189,0.0079,0.0733,0.0318,3.10,0.0175,1
Boyd Gaming Corp (BYD),2015-06,4.62,0.68,0.0282,-0.0247,0.13,0.47,0.1754,-0.0115,0.7669,7.1441,9.32,1.72,0.0222,-0.0015,-0.0135,0.0353,2.48,0.0284,0
Boyd Gaming Corp (BYD),2015-09,4.15,0.65,0.0284,-0.0284,0.12,0.45,0.1840,0.0465,0.7553,6.5802,8.71,1.78,0.0228,0.0058,0.0502,0.0357,2.97,0.0257,1
Boyd Gaming Corp (BYD),2015-12,4.19,0.72,0.0365,-0.0225,0.12,0.46,0.1185,-0.0127,0.7515,6.4366,8.57,1.19,0.0148,-0.0016,-0.0135,0.0267,2.23,0.0301,0
Boyd Gaming Corp (BYD),2016-03,3.92,2.11,0.1285,0.0781,0.12,0.47,0.1515,0.0601,0.7683,6.7806,8.83,1.58,0.0174,0.0069,0.0611,0.0274,2.35,0.0225,1
Boyd Gaming Corp (BYD),2016-06,4.42,2.04,0.1301,0.0778,0.11,0.47,0.1477,0.0551,0.7574,6.3396,8.37,1.30,0.0167,0.0062,0.0520,0.0267,2.15,0.0218,1
Boyd Gaming Corp (BYD),2016-09,4.56,0.69,0.0358,-0.0267,0.12,0.46,0.1277,0.6441,0.6703,3.2365,4.83,1.23,0.0152,0.0769,0.3712,0.0260,1.50,0.0226,1
Boyd Gaming Corp (BYD),2016-12,4.93,0.84,0.0415,-0.0123,0.12,0.46,0.1205,0.0220,0.6914,3.4574,5.00,1.57,0.0143,0.0026,0.0131,0.0255,1.04,0.0139,1
Boyd Gaming Corp (BYD),2017-03,4.14,0.79,0.0357,-0.0163,0.13,0.48,0.1554,0.0581,0.6859,3.2581,4.75,2.17,0.0203,0.0076,0.0360,0.0318,1.47,0.0365,1
Boyd Gaming Corp (BYD),2017-06,4.46,0.80,0.0349,-0.0153,0.13,0.48,0.1482,0.0806,0.6726,3.0653,4.56,2.10,0.0192,0.0104,0.0476,0.0304,2.13,0.0263,1
Boyd Gaming Corp (BYD),2017-09,5.14,0.73,0.0341,-0.0224,0.13,0.47,0.1339,0.0391,0.6594,2.9683,4.50,1.82,0.0169,0.0049,0.0222,0.0288,2.89,0.0400,1
Boyd Gaming Corp (BYD),2017-12,6.14,0.87,0.0433,-0.0108,0.13,0.47,0.1357,0.1390,0.6564,2.7938,4.26,1.85,0.0171,0.0175,0.0746,0.0290,3.14,0.0298,1
Boyd Gaming Corp (BYD),2018-03,5.42,0.79,0.0388,-0.0173,0.13,0.48,0.1564,0.0683,0.6465,2.6783,4.14,2.14,0.0205,0.0089,0.0370,0.0315,4.57,0.0396,1
Boyd Gaming Corp (BYD),2018-06,5.23,2.03,0.1223,0.0738,0.12,0.48,0.1577,0.0631,0.6785,3.0665,4.52,2.16,0.0188,0.0075,0.0340,0.0292,2.66,0.0283,1
Rayonier Inc (RYN),2014-09,16.96,1.19,0.0738,0.0161,0.06,0.21,0.2141,0.2183,0.2969,0.4826,1.63,3.35,0.0129,0.0132,0.0215,0.0285,2.16,0.0739,1
Rayonier Inc (RYN),2014-12,14.67,1.06,0.0659,0.0050,0.06,0.14,0.0964,0.0601,0.3064,0.5049,1.65,1.69,0.0058,0.0036,0.0060,0.0178,1.99,0.0477,1
Rayonier Inc (RYN),2015-03,12.80,0.97,0.0576,-0.0028,0.06,0.24,0.1978,0.1265,0.3080,0.5071,1.65,2.76,0.0115,0.0074,0.0121,0.0243,2.28,0.0719,1
Rayonier Inc (RYN),2015-06,15.11,1.30,0.0387,0.0140,0.05,0.10,0.0563,-0.0133,0.3179,0.5358,1.69,0.67,0.0028,-0.0006,-0.0011,0.0132,-1.42,0.0432,1
Rayonier Inc (RYN),2015-09,11.45,1.52,0.0284,0.0183,0.07,0.23,0.1832,0.1297,0.3419,0.6047,1.77,3.66,0.0120,0.0085,0.0150,0.0262,49.29,0.0727,1
Rayonier Inc (RYN),2015-12,11.30,1.78,0.0224,0.0200,0.07,0.29,0.2190,0.0639,0.3586,0.6448,1.80,4.97,0.0152,0.0044,0.0080,0.0273,62.64,0.0406,1
Rayonier Inc (RYN),2016-03,18.35,1.98,0.0327,0.0287,0.06,0.20,0.1304,0.1073,0.3729,0.6921,1.86,2.48,0.0075,0.0062,0.0115,0.0201,166.85,0.0357,1
Rayonier Inc (RYN),2016-06,10.52,2.87,0.0493,0.0482,0.10,0.47,0.4457,0.4199,0.3998,0.7872,1.97,14.64,0.0443,0.0417,0.0822,0.0528,47.41,0.0437,1
Rayonier Inc (RYN),2016-09,12.98,2.14,0.0412,0.0427,0.06,0.32,0.2609,0.2296,0.3987,0.7824,1.96,5.24,0.0167,0.0147,0.0289,0.0287,31.29,0.0816,1
Rayonier Inc (RYN),2016-12,7.50,1.79,0.0320,0.0271,0.09,0.34,0.3117,0.1948,0.3954,0.7522,1.90,8.95,0.0288,0.0180,0.0342,0.0405,16.80,0.0376,1
Rayonier Inc (RYN),2017-03,15.47,2.10,0.0752,0.0692,0.07,0.30,0.2483,0.1740,0.3669,0.6863,1.87,5.74,0.0165,0.0116,0.0217,0.0271,2.00,0.0317,1
Rayonier Inc (RYN),2017-06,13.52,1.60,0.0462,0.0361,0.07,0.28,0.2330,0.1302,0.3607,0.6777,1.88,5.43,0.0159,0.0089,0.0166,0.0284,5.12,0.0886,1
Rayonier Inc (RYN),2017-09,19.23,1.73,0.0357,0.0380,0.06,0.26,0.2054,0.1339,0.3538,0.6610,1.87,4.43,0.0130,0.0085,0.0158,0.0229,3.59,0.0568,1
Rayonier Inc (RYN),2017-12,10.40,2.68,0.0394,0.0402,0.08,0.37,0.3334,0.2676,0.3587,0.6437,1.79,9.44,0.0280,0.0224,0.0403,0.0388,3.52,0.0677,1
Rayonier Inc (RYN),2018-03,16.74,3.00,0.0322,0.0455,0.07,0.32,0.2743,0.1995,0.3461,0.6105,1.76,6.92,0.0194,0.0141,0.0248,0.0314,5.93,0.0785,1
Rayonier Inc (RYN),2018-06,19.89,2.37,0.0374,0.0403,0.09,0.25,0.2032,0.1474,0.3410,0.6026,1.77,6.17,0.0175,0.0127,0.0225,0.0338,8.12,0.1063,1
Rayonier Inc (RYN),2018-09,19.30,2.87,0.0515,0.0538,0.07,0.29,0.2334,0.1166,0.3421,0.6077,1.78,5.98,0.0165,0.0082,0.0146,0.0287,4.36,0.0817,1
First Industrial Realty Trust Inc (FR),,6.05,0.21,0.0055,-0.0286,0.03,1.00,0.2986,0.2449,0.5215,1.2790,2.45,1.56,0.0101,0.0083,0.0203,0.0220,0.79,0.0329,1
First Industrial Realty Trust Inc (FR),2014-12,7.50,0.20,0.0044,-0.0283,0.03,1.00,0.2834,0.2128,0.5228,1.2869,2.46,1.49,0.0097,0.0073,0.0179,0.0216,0.50,0.0306,1
First Industrial Realty Trust Inc (FR),2015-03,8.18,0.15,0.0021,-0.0300,0.04,1.00,0.2766,0.0264,0.5208,1.2772,2.45,1.50,0.0097,0.0009,0.0023,0.0222,-1644.35,0.0210,0
First Industrial Realty Trust Inc (FR),2015-06,5.91,0.13,0.0020,-0.0288,0.04,1.00,0.3107,0.1549,0.5248,1.2914,2.46,1.72,0.0109,0.0054,0.0134,0.0228,1.16,0.0346,1
First Industrial Realty Trust Inc (FR),2015-09,5.80,0.70,0.0247,-0.0118,0.03,1.00,0.3142,0.1510,0.5434,1.4165,2.61,1.74,0.0107,0.0051,0.0134,0.0221,0.54,0.0313,1
First Industrial Realty Trust Inc (FR),2015-12,5.42,0.30,0.0099,-0.0279,0.03,1.00,0.3003,0.4667,0.5307,1.3442,2.53,1.58,0.0103,0.0160,0.0405,0.0218,1.07,0.0287,1
First Industrial Realty Trust Inc (FR),2016-03,5.51,0.13,0.0027,-0.0325,0.03,1.00,0.2814,0.1678,0.5416,1.4005,2.59,1.62,0.0096,0.0057,0.0148,0.0224,0.39,0.0181,0
First Industrial Realty Trust Inc (FR),2016-06,3.90,0.17,0.0060,-0.0355,0.03,1.00,0.3331,0.5400,0.4809,1.0903,2.27,2.12,0.0114,0.0184,0.0417,0.0224,-1.79,0.0361,0
First Industrial Realty Trust Inc (FR),2016-09,3.84,0.20,0.0077,-0.0364,0.03,1.00,0.3337,0.3369,0.4788,1.0876,2.27,2.17,0.0113,0.0114,0.0259,0.0221,1.41,0.0401,0
First Industrial Realty Trust Inc (FR),2016-12,4.37,0.24,0.0077,-0.0292,0.04,1.00,0.3389,0.2429,0.4823,1.0851,2.25,2.34,0.0119,0.0085,0.0192,0.0226,1.03,0.0344,1
First Industrial Realty Trust Inc (FR),2017-03,4.02,0.33,0.0094,-0.0219,0.03,1.00,0.3324,0.2332,0.4889,1.1038,2.26,2.25,0.0115,0.0081,0.0183,0.0227,1.33,0.0292,1
First Industrial Realty Trust Inc (FR),2017-06,3.44,0.23,0.0060,-0.0251,0.03,1.00,0.3572,0.3849,0.4681,1.0093,2.16,2.34,0.0122,0.0131,0.0283,0.0228,0.66,0.0401,1
First Industrial Realty Trust Inc (FR),2017-09,4.11,0.18,0.0050,-0.0307,0.03,1.00,0.3491,0.4350,0.4673,1.0147,2.17,2.41,0.0118,0.0148,0.0320,0.0225,0.94,0.0397,0
First Industrial Realty Trust Inc (FR),2017-12,4.29,0.45,0.0158,-0.0211,0.03,1.00,0.3581,0.9594,0.4410,0.9084,2.06,2.70,0.0124,0.0333,0.0686,0.0228,-0.57,0.0333,1
First Industrial Realty Trust Inc (FR),2018-03,5.20,0.75,0.0225,-0.0080,0.03,1.00,0.3398,0.3638,0.4604,0.9705,2.11,2.65,0.0111,0.0119,0.0251,0.0209,0.51,0.0264,1
First Industrial Realty Trust Inc (FR),2018-06,5.20,0.83,0.0249,-0.0055,0.03,1.00,0.3532,0.4574,0.4181,0.8040,1.92,2.77,0.0112,0.0145,0.0279,0.0209,1.38,0.0437,1
First Industrial Realty Trust Inc (FR),2018-09,3.08,0.68,0.0229,-0.0115,0.03,1.00,0.3647,0.3083,0.4157,0.7976,1.92,2.94,0.0117,0.0099,0.0190,0.0213,1.84,0.0440,1
Wyndham Destinations Inc (WYND),2016-03,55.95,1.04,0.0313,0.0091,0.13,0.49,0.1497,0.0737,0.5344,6.4898,12.14,5.91,0.0192,0.0094,0.1147,0.0253,6.07,0.0480,1
Wyndham Destinations Inc (WYND),2016-06,36.76,0.97,0.0481,-0.0061,0.14,0.52,0.1932,0.1112,0.5438,6.9486,12.78,7.97,0.0273,0.0157,0.2005,0.0336,9.47,0.0823,1
Wyndham Destinations Inc (WYND),2016-09,31.01,0.95,0.0341,-0.0090,0.16,0.53,0.2225,0.1246,0.5593,6.8714,12.29,10.29,0.0359,0.0201,0.2472,0.0423,1.74,0.0147,1
Wyndham Destinations Inc (WYND),2016-12,52.30,0.89,0.0115,-0.0224,0.07,0.57,0.2643,0.2535,0.5541,7.6204,13.75,5.52,0.0174,0.0167,0.2297,0.0189,7.79,0.0344,1
Wyndham Destinations Inc (WYND),2017-03,65.67,0.98,0.0215,-0.0045,0.11,0.51,0.1707,0.0780,0.5524,8.6299,15.62,5.79,0.0190,0.0087,0.1360,0.0240,8.50,0.0417,1
Wyndham Destinations Inc (WYND),2017-06,55.03,0.95,0.0401,-0.0122,0.09,0.52,0.1840,0.0869,0.5566,9.8126,17.63,4.62,0.0174,0.0082,0.1448,0.0187,18.43,0.0736,1
Wyndham Destinations Inc (WYND),2017-09,51.96,0.96,0.0282,-0.0080,0.10,0.52,0.2049,0.2601,0.5751,9.4567,16.44,5.20,0.0203,0.0257,0.4231,0.0237,0.08,0.0003,1
Wyndham Destinations Inc (WYND),2017-12,15.75,1.17,0.0096,0.0409,0.21,0.54,0.2300,0.1968,0.5774,6.8417,11.85,12.05,0.0486,0.0416,0.4932,0.0595,4.19,0.0538,1
Wyndham Destinations Inc (WYND),2018-03,34.03,1.19,0.0262,0.0525,0.11,0.53,0.1765,0.0286,0.5641,9.7070,17.21,4.67,0.0189,0.0031,0.0527,0.0240,4.75,0.0212,1
Wyndham Destinations Inc (WYND),2018-06,18.41,2.56,0.0219,0.4021,0.14,0.52,0.1966,0.3754,0.7166,-9.6571,-13.48,4.30,0.0280,0.0534,-0.7200,0.0304,13.23,0.0339,1
Wyndham Destinations Inc (WYND),2018-09,16.69,2.64,0.0230,0.4070,0.15,0.52,0.2147,0.1394,0.7228,-10.0292,-13.88,6.16,0.0320,0.0208,-0.2879,0.0365,2.27,0.0097,1
Dick's Sporting Goods Inc (DKS),2014-10,5.80,1.65,0.0213,0.2235,0.42,0.30,0.0524,0.0322,0.0767,0.1686,2.20,93.16,0.0219,0.0135,0.0296,0.0331,-0.41,-0.1763,1
Dick's Sporting Goods Inc (DKS),2015-04,4.00,1.57,0.0230,0.1980,0.44,0.30,0.0651,0.0405,0.0145,0.0294,2.03,160.74,0.0288,0.0179,0.0363,0.0409,0.54,0.6935,1
Dick's Sporting Goods Inc (DKS),2015-10,5.76,1.64,0.0182,0.2243,0.40,0.30,0.0469,0.0287,0.0844,0.1987,2.36,71.64,0.0190,0.0116,0.0274,0.0303,-0.73,-0.2546,1
Dick's Sporting Goods Inc (DKS),2016-01,2.68,1.52,0.0334,0.1745,0.63,0.30,0.0928,0.0576,0.0015,0.0030,1.99,142.13,0.0584,0.0362,0.0721,0.0744,5.56,100.3890,1
Dick's Sporting Goods Inc (DKS),2016-04,6.22,1.61,0.0238,0.2030,0.43,0.30,0.0546,0.0343,0.0420,0.0902,2.15,80.20,0.0234,0.0147,0.0315,0.0358,0.08,0.0463,1
Dick's Sporting Goods Inc (DKS),2016-07,6.71,1.58,0.0282,0.1929,0.49,0.30,0.0748,0.0465,0.0394,0.0858,2.18,90.96,0.0369,0.0229,0.0500,0.0491,1.87,1.4208,1
Dick's Sporting Goods Inc (DKS),2016-10,7.64,1.57,0.0195,0.2030,0.41,0.31,0.0407,0.0270,0.0606,0.1421,2.34,58.31,0.0168,0.0112,0.0262,0.0288,-0.38,-0.1413,1
Dick's Sporting Goods Inc (DKS),2017-01,2.81,1.43,0.0406,0.1474,0.61,0.29,0.0557,0.0363,0.0012,0.0024,2.10,75.04,0.0341,0.0222,0.0467,0.0549,5.02,123.0844,1
Dick's Sporting Goods Inc (DKS),2017-04,4.34,1.49,0.0250,0.1708,0.42,0.30,0.0493,0.0319,0.0224,0.0495,2.21,71.26,0.0208,0.0134,0.0297,0.0330,0.32,0.3761,1
Dick's Sporting Goods Inc (DKS),2017-07,4.08,1.51,0.0299,0.1747,0.49,0.30,0.0738,0.0521,0.0435,0.0995,2.29,71.84,0.0362,0.0256,0.0585,0.0490,1.71,1.0883,1
Dick's Sporting Goods Inc (DKS),2017-10,7.49,1.61,0.0234,0.2038,0.41,0.27,0.0257,0.0190,0.1079,0.2756,2.55,17.61,0.0104,0.0077,0.0197,0.0225,-0.79,-0.2305,1
Dick's Sporting Goods Inc (DKS),2018-01,2.18,1.41,0.0241,0.1382,0.63,0.29,0.0669,0.0435,0.0143,0.0309,2.17,103.19,0.0424,0.0276,0.0597,0.0593,7.07,10.3317,1
Dick's Sporting Goods Inc (DKS),2018-04,3.36,1.65,0.0242,0.1970,0.44,0.29,0.0457,0.0315,0.0785,0.1785,2.28,32.88,0.0202,0.0139,0.0317,0.0333,-0.39,-0.0564,1
