Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
Crown Holdings Inc (CCK),2015-03,38.67,1.18,0.0276,0.0457,0.20,0.14,0.0841,0.0220,0.5905,-221.8519,-375.70,2.58,0.0166,0.0043,-1.6296,0.0216,-5.52,-0.0479,1
Crown Holdings Inc (CCK),2015-06,35.68,1.17,0.0278,0.0435,0.22,0.16,0.1216,0.0623,0.5681,46.7063,82.21,4.01,0.0267,0.0137,1.1270,0.0327,4.61,0.0462,1
Crown Holdings Inc (CCK),2015-09,35.85,1.19,0.0456,0.0520,0.24,0.17,0.1142,0.0573,0.5681,41.5071,73.06,4.13,0.0275,0.0138,1.0071,0.0334,5.08,0.0568,1
Crown Holdings Inc (CCK),2015-12,33.03,1.05,0.0526,0.0103,0.15,0.17,0.1036,0.0326,0.4048,58.7021,145.00,3.09,0.0154,0.0048,0.7021,0.0200,3.60,0.1162,1
Crown Holdings Inc (CCK),2016-03,37.13,1.07,0.0259,0.0187,0.19,0.16,0.1167,0.0417,0.5633,22.4859,39.92,3.45,0.0222,0.0079,0.3173,0.0283,-8.68,-0.0729,1
Crown Holdings Inc (CCK),2016-06,30.63,1.05,0.0378,0.0134,0.22,0.18,0.1363,0.0789,0.5405,16.6164,30.74,5.03,0.0299,0.0173,0.5314,0.0365,5.18,0.0891,1
Crown Holdings Inc (CCK),2016-09,33.24,1.10,0.0528,0.0294,0.23,0.18,0.1440,0.0787,0.5287,11.2303,21.24,5.68,0.0336,0.0184,0.3902,0.0399,3.13,0.0594,1
Crown Holdings Inc (CCK),2016-12,32.43,0.98,0.0582,-0.0057,0.20,0.17,0.1128,0.0338,0.5116,13.4180,26.23,3.50,0.0226,0.0068,0.1776,0.0288,2.46,0.1128,1
Crown Holdings Inc (CCK),2017-03,33.47,1.16,0.0342,0.0397,0.19,0.16,0.1226,0.0563,0.5370,9.7606,18.18,3.76,0.0236,0.0108,0.1971,0.0296,-5.55,-0.1089,1
Crown Holdings Inc (CCK),2017-06,33.40,1.08,0.0293,0.0220,0.21,0.17,0.1337,0.0592,0.5220,8.6158,16.50,4.74,0.0282,0.0125,0.2058,0.0341,1.12,0.0190,1
Crown Holdings Inc (CCK),2017-09,32.20,1.04,0.0356,0.0111,0.24,0.18,0.1471,0.0717,0.4985,6.5564,13.15,5.67,0.0346,0.0169,0.2218,0.0406,2.59,0.0392,1
Crown Holdings Inc (CCK),2017-12,34.17,0.95,0.0398,-0.0165,0.20,0.18,0.1107,-0.0411,0.5011,8.8902,17.74,3.69,0.0225,-0.0083,-0.1481,0.0285,4.77,0.1928,0
Crown Holdings Inc (CCK),2018-03,36.75,1.84,0.1683,0.1835,0.17,0.15,0.1142,0.0410,0.6018,10.2889,17.10,3.39,0.0192,0.0069,0.1176,0.0242,-8.16,-0.0954,1
Crown Holdings Inc (CCK),2018-06,39.03,1.18,0.0194,0.0408,0.20,0.15,0.1067,0.0433,0.6088,11.9273,19.59,3.16,0.0212,0.0086,0.1684,0.0285,2.40,0.0277,1
Crown Holdings Inc (CCK),2018-09,42.90,1.14,0.0194,0.0324,0.21,0.16,0.1188,0.0517,0.5915,9.6387,16.30,3.59,0.0246,0.0107,0.1743,0.0329,3.13,0.0287,1
Xenia Hotels & Resorts Inc (XHR),2014-12,10.37,1.00,0.0847,0.0000,0.08,1.00,0.0710,0.3266,0.4381,0.8535,1.95,1.17,0.0055,0.0254,0.0495,0.0177,0.01,-0.0069,1
Xenia Hotels & Resorts Inc (XHR),2015-09,12.19,1.00,0.0587,0.0000,0.08,1.00,0.1189,0.0728,0.3812,0.7023,1.84,2.36,0.0095,0.0058,0.0107,0.0219,0.24,0.0500,1
Xenia Hotels & Resorts Inc (XHR),2015-12,8.32,1.00,0.0648,0.0000,0.08,1.00,0.1333,0.2485,0.3641,0.6336,1.74,2.74,0.0110,0.0206,0.0358,0.0237,3.89,0.0469,1
Xenia Hotels & Resorts Inc (XHR),2016-03,12.25,1.00,0.0757,0.0000,0.08,1.00,0.0804,-0.0379,0.4175,0.7901,1.89,1.47,0.0061,-0.0029,-0.0055,0.0187,4.66,0.0263,0
Xenia Hotels & Resorts Inc (XHR),2016-06,9.61,1.00,0.0910,0.0000,0.09,1.00,0.1816,0.0986,0.4144,0.7844,1.89,3.71,0.0155,0.0084,0.0160,0.0282,6.14,0.0625,1
Xenia Hotels & Resorts Inc (XHR),2016-09,12.92,1.00,0.0629,0.0000,0.08,1.00,0.1374,0.0865,0.3967,0.7296,1.84,2.60,0.0109,0.0069,0.0126,0.0238,3.34,0.0512,1
Xenia Hotels & Resorts Inc (XHR),2016-12,9.42,1.00,0.0755,0.0000,0.08,1.00,0.1055,0.2218,0.3766,0.6610,1.76,2.30,0.0081,0.0170,0.0299,0.0212,2.73,0.0525,1
Xenia Hotels & Resorts Inc (XHR),2017-03,13.30,1.00,0.0714,0.0000,0.08,1.00,0.0933,0.0371,0.3800,0.6693,1.76,2.01,0.0072,0.0029,0.0050,0.0201,2.59,0.0318,1
Xenia Hotels & Resorts Inc (XHR),2017-06,13.39,1.00,0.0702,0.0000,0.09,1.00,0.1645,0.2840,0.3700,0.6464,1.75,3.61,0.0140,0.0242,0.0422,0.0268,4.71,0.0714,1
Xenia Hotels & Resorts Inc (XHR),2017-09,13.92,1.00,0.1458,0.0000,0.07,1.00,0.1046,0.0521,0.4163,0.7897,1.90,2.01,0.0076,0.0038,0.0071,0.0197,2.68,0.0475,1
Xenia Hotels & Resorts Inc (XHR),2017-12,12.46,1.00,0.0231,0.0000,0.08,1.00,0.0902,0.0374,0.4245,0.8190,1.93,1.74,0.0075,0.0031,0.0060,0.0211,1.21,0.0315,1
Xenia Hotels & Resorts Inc (XHR),2018-03,16.84,1.00,0.0807,0.0000,0.08,1.00,0.1241,0.2104,0.4193,0.8053,1.92,2.39,0.0104,0.0176,0.0337,0.0226,1.79,0.0322,1
Xenia Hotels & Resorts Inc (XHR),2018-06,13.88,1.00,0.0599,0.0000,0.09,1.00,0.1746,0.1039,0.3625,0.6313,1.74,3.71,0.0157,0.0093,0.0163,0.0282,2.74,0.0784,1
Xenia Hotels & Resorts Inc (XHR),2018-09,15.72,1.00,0.0289,0.0000,0.08,1.00,0.0799,0.0384,0.3644,0.6420,1.76,1.62,0.0062,0.0030,0.0052,0.0188,2.39,0.0585,1
Pool Corp (POOL),2016-03,12.59,1.84,0.0084,0.3466,0.43,0.28,0.0573,0.0318,0.3775,2.1842,5.79,9.96,0.0247,0.0137,0.0794,0.0290,-2.97,-0.0883,1
Pool Corp (POOL),2016-06,11.67,2.31,0.0256,0.4234,0.77,0.29,0.1550,0.0930,0.4187,1.8813,4.49,35.60,0.1191,0.0715,0.3211,0.1236,2.10,0.0519,1
Pool Corp (POOL),2016-09,10.55,2.25,0.0292,0.3936,0.67,0.29,0.1073,0.0644,0.3761,1.4346,3.81,24.81,0.0715,0.0429,0.1637,0.0771,34.05,0.4022,1
Pool Corp (POOL),2016-12,3.75,2.35,0.0221,0.4017,0.45,0.29,0.0219,0.0059,0.4406,2.1346,4.84,2.15,0.0098,0.0026,0.0127,0.0155,5.60,0.0507,1
Pool Corp (POOL),2017-03,10.09,1.84,0.0105,0.3454,0.43,0.28,0.0567,0.0408,0.3827,2.2017,5.75,8.50,0.0242,0.0174,0.1001,0.0288,-1.70,-0.0661,1
Pool Corp (POOL),2017-06,10.27,2.47,0.0208,0.4447,0.77,0.29,0.1560,0.0960,0.4327,1.8251,4.22,39.01,0.1205,0.0742,0.3129,0.1256,-0.58,-0.0161,1
Pool Corp (POOL),2017-09,10.91,2.61,0.0324,0.4392,0.66,0.29,0.1102,0.0656,0.5032,2.6815,5.33,20.44,0.0730,0.0435,0.2317,0.0790,47.72,0.2716,1
Pool Corp (POOL),2017-12,4.71,2.43,0.0272,0.4184,0.46,0.28,0.0338,0.0503,0.4720,2.3287,4.93,4.82,0.0157,0.0233,0.1150,0.0217,37.65,0.1218,1
Pool Corp (POOL),2018-03,11.66,1.97,0.0064,0.3746,0.42,0.28,0.0572,0.0535,0.4118,2.2744,5.52,9.51,0.0243,0.0227,0.1255,0.0292,-3.02,-0.0777,1
Pool Corp (POOL),2018-06,11.49,2.64,0.0300,0.4738,0.75,0.29,0.1532,0.1107,0.4679,2.0941,4.48,27.05,0.1154,0.0834,0.3730,0.1204,0.74,0.0112,1
Pool Corp (POOL),2018-09,10.07,3.29,0.0278,0.5166,0.63,0.29,0.1138,0.0854,0.4523,1.5579,3.44,18.73,0.0719,0.0540,0.1858,0.0774,26.24,0.1517,1
Sonoco Products Co (SON),2014-09,50.38,1.58,0.0577,0.1351,0.31,0.18,0.0880,0.0561,0.2536,0.5915,2.33,8.17,0.0277,0.0177,0.0412,0.0400,3.28,0.1591,1
Sonoco Products Co (SON),2014-12,45.66,1.54,0.0383,0.1152,0.31,0.19,0.0699,0.0413,0.2977,0.8315,2.79,6.32,0.0219,0.0129,0.0361,0.0347,3.60,0.1201,1
Sonoco Products Co (SON),2015-03,51.53,1.65,0.0483,0.1351,0.29,0.19,0.1057,0.0731,0.3014,0.8318,2.76,9.23,0.0306,0.0212,0.0584,0.0431,5.61,0.0459,1
Sonoco Products Co (SON),2015-06,48.77,1.49,0.0518,0.1138,0.30,0.19,0.0793,0.0516,0.3023,0.8367,2.77,6.95,0.0235,0.0153,0.0424,0.0359,2.54,0.0909,1
Sonoco Products Co (SON),2015-09,49.87,1.44,0.0470,0.1042,0.30,0.18,0.0797,0.0353,0.2922,0.8122,2.78,6.91,0.0241,0.0107,0.0297,0.0370,2.68,0.1207,1
Sonoco Products Co (SON),2015-12,44.60,1.42,0.0455,0.0959,0.32,0.19,0.0782,0.0442,0.2811,0.7458,2.65,6.78,0.0247,0.0140,0.0371,0.0386,2.62,0.1195,1
Sonoco Products Co (SON),2016-03,49.87,1.44,0.0376,0.0999,0.30,0.20,0.0908,0.0489,0.2799,0.7245,2.59,7.85,0.0275,0.0148,0.0383,0.0408,1.19,0.0586,1
Sonoco Products Co (SON),2016-06,49.94,1.54,0.0272,0.1128,0.30,0.20,0.0964,0.0467,0.2728,0.6965,2.55,8.25,0.0293,0.0142,0.0362,0.0424,2.78,0.1106,1
Sonoco Products Co (SON),2016-09,49.83,1.67,0.0394,0.1470,0.30,0.19,0.0949,0.0541,0.2698,0.6965,2.58,8.74,0.0284,0.0162,0.0417,0.0410,3.76,0.1490,1
Sonoco Products Co (SON),2016-12,49.28,1.68,0.0656,0.1392,0.29,0.19,0.0820,0.0918,0.2683,0.6870,2.56,7.34,0.0239,0.0267,0.0684,0.0363,1.12,0.0475,1
Sonoco Products Co (SON),2017-03,50.92,1.58,0.0508,0.1214,0.28,0.19,0.0839,0.0458,0.2992,0.7910,2.64,7.52,0.0235,0.0128,0.0339,0.0352,1.34,0.0538,1
Sonoco Products Co (SON),2017-06,51.96,1.62,0.0484,0.1302,0.29,0.19,0.0642,0.0348,0.3046,0.7888,2.59,5.76,0.0185,0.0100,0.0260,0.0313,0.74,0.0274,1
Sonoco Products Co (SON),2017-09,51.06,1.59,0.0543,0.1278,0.29,0.19,0.0918,0.0550,0.3121,0.8233,2.64,8.24,0.0266,0.0159,0.0420,0.0387,3.87,0.1247,1
Sonoco Products Co (SON),2017-12,50.25,1.56,0.0559,0.1237,0.29,0.18,0.0886,0.0044,0.3176,0.8478,2.67,7.39,0.0253,0.0012,0.0033,0.0381,1.55,0.0472,1
Sonoco Products Co (SON),2018-03,52.18,1.61,0.0656,0.1351,0.28,0.19,0.0874,0.0568,0.3148,0.8264,2.63,7.71,0.0245,0.0159,0.0418,0.0370,2.90,0.0818,1
Sonoco Products Co (SON),2018-06,50.61,1.53,0.0428,0.1179,0.30,0.20,0.1010,0.0654,0.3141,0.8213,2.62,8.51,0.0299,0.0193,0.0506,0.0433,2.77,0.0906,1
Sonoco Products Co (SON),2018-09,51.11,1.66,0.0538,0.1408,0.29,0.19,0.0909,0.0531,0.2976,0.7657,2.57,7.76,0.0266,0.0155,0.0400,0.0388,4.30,0.1444,1
Watsco Inc (WSO),2014-09,39.85,3.73,0.0088,0.4885,0.60,0.24,0.0927,0.0480,0.1852,0.4004,2.16,68.60,0.0552,0.0286,0.0618,0.0576,32.08,0.3029,1
Watsco Inc (WSO),2014-12,44.57,4.03,0.0136,0.4859,0.49,0.24,0.0593,0.0275,0.1693,0.3430,2.03,36.71,0.0290,0.0134,0.0272,0.0316,10.10,0.3406,1
Watsco Inc (WSO),2015-03,48.56,3.58,0.0086,0.4854,0.43,0.25,0.0581,0.0285,0.1803,0.3875,2.15,34.14,0.0249,0.0122,0.0262,0.0273,-5.52,-0.0493,1
Watsco Inc (WSO),2015-06,44.07,3.88,0.0106,0.5175,0.59,0.24,0.1021,0.0535,0.2110,0.4709,2.23,76.60,0.0604,0.0317,0.0707,0.0627,-5.23,-0.1315,1
Goodyear Tire & Rubber Co (GT),2014-09,58.38,1.69,0.1047,0.1966,0.28,0.25,0.1048,0.0346,0.0023,0.0204,8.95,4.52,0.0293,0.0097,0.0865,0.0403,1.01,5.1316,1
Goodyear Tire & Rubber Co (GT),2014-12,43.93,1.63,0.1193,0.1650,0.24,0.23,0.0721,0.4888,0.0017,0.0083,5.02,2.78,0.0173,0.1176,0.5898,0.0273,4.43,42.6333,1
Goodyear Tire & Rubber Co (GT),2015-03,56.43,1.68,0.0930,0.1735,0.23,0.24,0.0870,0.0557,0.0013,0.0061,4.57,3.40,0.0202,0.0129,0.0591,0.0302,-1.28,-11.3913,1
Goodyear Tire & Rubber Co (GT),2015-06,53.41,1.62,0.0935,0.1686,0.24,0.27,0.1191,0.0460,0.0021,0.0091,4.41,4.69,0.0284,0.0110,0.0484,0.0387,2.20,14.8889,1
Goodyear Tire & Rubber Co (GT),2015-09,56.27,1.66,0.0965,0.1792,0.24,0.28,0.1317,0.0648,0.0023,0.0099,4.23,5.40,0.0315,0.0155,0.0654,0.0414,1.74,8.8049,1
Goodyear Tire & Rubber Co (GT),2016-03,60.52,1.39,0.0643,0.1057,0.22,0.27,0.0986,0.0499,0.3621,1.4803,4.09,4.00,0.0217,0.0110,0.0448,0.0321,-1.47,-0.0612,1
Goodyear Tire & Rubber Co (GT),2016-06,57.42,1.41,0.0675,0.1112,0.23,0.27,0.1096,0.0521,0.3699,1.4912,4.03,4.09,0.0252,0.0120,0.0483,0.0359,1.43,0.0489,1
Goodyear Tire & Rubber Co (GT),2016-09,61.97,1.37,0.0569,0.1033,0.22,0.29,0.0980,0.0824,0.3516,1.3464,3.83,4.19,0.0220,0.0185,0.0708,0.0325,1.46,0.0592,1
Goodyear Tire & Rubber Co (GT),2016-12,42.56,1.19,0.0686,0.0546,0.23,0.27,0.1077,0.1500,0.3318,1.2157,3.66,4.63,0.0244,0.0340,0.1245,0.0360,4.45,0.2312,1
Goodyear Tire & Rubber Co (GT),2017-03,55.23,1.29,0.0559,0.0820,0.22,0.25,0.0881,0.0449,0.3451,1.2535,3.63,3.75,0.0190,0.0097,0.0351,0.0297,-1.06,-0.0482,1
Goodyear Tire & Rubber Co (GT),2017-06,56.38,1.31,0.0512,0.0886,0.21,0.24,0.0770,0.0399,0.3443,1.2377,3.59,3.19,0.0161,0.0083,0.0299,0.0275,0.45,0.0166,1
Goodyear Tire & Rubber Co (GT),2017-09,61.33,1.37,0.0460,0.1011,0.22,0.22,0.0638,0.0329,0.3580,1.3091,3.66,2.98,0.0140,0.0072,0.0264,0.0252,0.17,0.0049,1
Goodyear Tire & Rubber Co (GT),2017-12,44.77,1.21,0.0611,0.0618,0.24,0.23,0.0887,-0.0236,0.3357,1.2446,3.71,4.81,0.0212,-0.0056,-0.0209,0.0326,6.63,0.2290,1
Goodyear Tire & Rubber Co (GT),2018-03,58.96,1.31,0.0476,0.0880,0.22,0.22,0.0501,0.0196,0.3560,1.3213,3.71,2.53,0.0109,0.0043,0.0158,0.0222,-1.57,-0.0622,1
Goodyear Tire & Rubber Co (GT),2018-06,55.95,1.36,0.0562,0.1000,0.22,0.23,0.0732,0.0409,0.3657,1.3688,3.74,3.60,0.0162,0.0090,0.0339,0.0273,1.57,0.0481,1
Goodyear Tire & Rubber Co (GT),2018-09,61.18,1.34,0.0509,0.0970,0.22,0.23,0.0787,0.0894,0.3706,1.3583,3.66,3.77,0.0176,0.0200,0.0731,0.0288,0.35,0.0092,1
Ashland Global Holdings Inc (ASH),2014-09,70.34,2.11,0.1272,0.1711,0.14,0.20,-0.1144,0.0442,0.2995,0.9154,3.06,-4.40,-0.0161,0.0062,0.0190,-0.0056,1.73,0.0537,1
Ashland Global Holdings Inc (ASH),2014-12,66.77,2.36,0.1214,0.1804,0.13,0.29,0.1215,0.0230,0.3165,0.9850,3.11,4.12,0.0163,0.0031,0.0096,0.0249,-0.81,-0.0104,1
Ashland Global Holdings Inc (ASH),2015-03,69.73,2.32,0.0930,0.1686,0.14,0.31,0.1430,0.1659,0.3251,1.0550,3.24,4.82,0.0197,0.0229,0.0742,0.0287,9.47,0.1278,1
Ashland Global Holdings Inc (ASH),2015-06,66.50,2.25,0.1118,0.1726,0.14,0.31,0.1434,0.0783,0.3715,1.1677,3.14,3.63,0.0197,0.0107,0.0338,0.0292,-4.52,-0.0733,1
Ashland Global Holdings Inc (ASH),2015-09,67.57,2.24,0.1249,0.1789,0.13,0.24,-0.0789,-0.0422,0.3705,1.2279,3.31,-3.37,-0.0100,-0.0054,-0.0178,-0.0014,1.98,0.0622,1
Ashland Global Holdings Inc (ASH),2015-12,65.86,1.84,0.1074,0.1383,0.12,0.34,0.1230,0.0765,0.4173,1.5850,3.80,3.33,0.0148,0.0092,0.0349,0.0234,1.08,0.0139,1
Ashland Global Holdings Inc (ASH),2016-03,67.48,1.71,0.1147,0.1222,0.13,0.34,0.1131,0.0698,0.4118,1.4972,3.64,3.20,0.0142,0.0088,0.0320,0.0228,3.65,0.0429,1
Ashland Global Holdings Inc (ASH),2016-06,103.44,1.74,0.1226,0.1251,0.08,0.30,0.0684,0.0899,0.4123,1.4949,3.63,1.23,0.0054,0.0072,0.0260,0.0114,3.70,0.0426,1
Ashland Global Holdings Inc (ASH),2016-12,109.69,2.30,0.0777,0.1454,0.08,0.27,0.0170,-0.0014,0.3235,0.9235,2.85,0.10,0.0013,-0.0001,-0.0003,0.0088,0.30,0.0034,1
Ashland Global Holdings Inc (ASH),2017-03,108.54,2.29,0.0659,0.1459,0.09,0.28,0.0645,0.1141,0.3182,0.8858,2.78,1.68,0.0057,0.0100,0.0279,0.0128,1.20,0.0164,1
Ashland Global Holdings Inc (ASH),2017-06,66.52,2.05,0.0578,0.1110,0.10,0.27,0.0379,-0.0379,0.3307,0.8276,2.50,0.80,0.0039,-0.0039,-0.0097,0.0138,3.98,0.0693,1
Ashland Global Holdings Inc (ASH),2017-09,62.59,1.97,0.0657,0.1085,0.10,0.27,0.0443,-0.0648,0.3271,0.8277,2.53,1.18,0.0045,-0.0066,-0.0167,0.0142,1.56,0.0397,1
Ashland Global Holdings Inc (ASH),2017-12,63.81,1.96,0.0694,0.1110,0.10,0.27,0.0439,-0.0048,0.3396,0.8647,2.55,1.09,0.0043,-0.0005,-0.0012,0.0134,-1.74,-0.0136,1
Ashland Global Holdings Inc (ASH),2018-03,66.25,2.41,0.0267,0.1186,0.12,0.28,0.0934,0.0749,0.3125,0.7514,2.40,2.68,0.0108,0.0086,0.0208,0.0205,0.44,0.0061,1
Ashland Global Holdings Inc (ASH),2018-06,63.95,2.25,0.0221,0.1131,0.12,0.30,0.0680,0.0371,0.3079,0.7449,2.42,1.89,0.0080,0.0044,0.0106,0.0171,2.83,0.0470,1
Wynn Resorts Ltd (WYNN),2014-09,13.56,2.58,0.3149,0.2315,0.15,0.40,0.2428,0.0032,0.0002,0.0216,96.94,-1.74,0.0362,0.0005,0.0461,0.0367,1.36,193.1878,1
Wynn Resorts Ltd (WYNN),2014-12,18.82,2.12,0.2408,0.1621,0.13,0.39,0.1894,-0.0003,0.0001,-0.0347,-314.91,-2.12,0.0238,-0.0000,0.0134,0.0256,0.39,124.1890,1
Wynn Resorts Ltd (WYNN),2015-06,23.18,1.70,0.1603,0.0927,0.11,0.37,0.1625,-0.0033,0.0087,-0.3891,-44.53,-2.18,0.0182,-0.0004,0.0162,0.0129,3.60,2.4827,1
Wynn Resorts Ltd (WYNN),2015-09,18.49,2.11,0.1904,0.1237,0.10,0.37,0.1533,0.0084,0.0001,-0.0057,-56.44,-7.54,0.0153,0.0008,-0.0474,0.0565,2.84,159.1780,1
Wynn Resorts Ltd (WYNN),2015-12,17.86,2.26,0.1989,0.1334,0.09,0.39,0.1673,0.0040,0.0001,-0.0089,-93.40,-3.96,0.0151,0.0004,-0.0338,0.0333,4.06,227.3050,1
Wynn Resorts Ltd (WYNN),2016-03,17.00,2.68,0.1979,0.1536,0.09,0.39,0.1602,-0.0053,0.0001,-0.0119,-126.25,-3.11,0.0150,-0.0005,0.0633,0.0215,2.06,115.3730,1
Wynn Resorts Ltd (WYNN),2016-06,14.76,2.43,0.1793,0.1341,0.10,0.38,0.1501,-0.0029,0.0001,-0.0144,-152.48,-6.14,0.0150,-0.0003,0.0440,0.0404,4.55,254.5730,1
Wynn Resorts Ltd (WYNN),2016-09,14.40,1.44,0.1383,0.0574,0.10,0.37,0.0860,-0.0315,0.0001,-0.0075,-81.54,13.31,0.0087,-0.0032,0.2611,0.0180,5.55,310.8970,1
Wynn Resorts Ltd (WYNN),2016-12,15.15,2.11,0.2052,0.1317,0.11,0.37,0.1248,0.0514,0.0001,0.0063,75.68,-1.95,0.0136,0.0056,0.4233,0.0242,5.17,289.7030,1
Wynn Resorts Ltd (WYNN),2017-03,11.76,2.04,0.2150,0.1330,0.12,0.39,0.1777,-0.0135,0.0001,0.0045,53.78,-3.20,0.0214,-0.0016,-0.0877,0.0257,7.40,414.5840,1
Wynn Resorts Ltd (WYNN),2017-06,11.99,1.97,0.2097,0.1265,0.12,0.38,0.1725,-0.0319,0.0001,0.0037,43.36,-2.96,0.0214,-0.0040,-0.1716,0.0148,6.95,388.9680,1
Wynn Resorts Ltd (WYNN),2017-09,12.51,1.72,0.2362,0.1203,0.13,0.38,0.1771,-0.0522,0.0001,0.0030,37.77,-2.93,0.0230,-0.0068,-0.2560,0.0121,8.46,473.9530,1
Wynn Resorts Ltd (WYNN),2017-12,11.94,1.77,0.2211,0.1178,0.13,0.37,0.1732,0.0084,0.0001,0.0011,13.38,-0.25,0.0231,0.0011,0.0150,0.0108,10.70,599.0720,1
Wynn Resorts Ltd (WYNN),2018-03,11.97,1.17,0.1663,0.0286,0.14,0.41,-0.0456,-0.0420,0.0001,0.0014,17.17,1.57,-0.0064,-0.0059,-0.1013,0.0204,-0.96,-53.6460,1
Wynn Resorts Ltd (WYNN),2018-06,12.90,1.08,0.1223,0.0120,0.14,0.39,0.1796,-0.0018,0.0001,0.0006,6.90,-1.49,0.0244,-0.0002,-0.0017,0.0194,1.91,106.9480,1
World Wrestling Entertainment Inc Class A (WWE),2014-12,25.67,1.96,0.1235,0.2526,0.37,0.34,-0.0172,-0.0039,0.0678,0.1259,1.86,-3.65,-0.0063,-0.0014,-0.0026,-0.0066,11.98,2.3118,1
World Wrestling Entertainment Inc Class A (WWE),2015-03,28.04,1.72,0.1133,0.2107,0.43,0.38,0.0859,-0.0008,0.0600,0.1186,1.98,-164.51,0.0365,-0.0003,-0.0007,-0.2152,2.38,0.5748,1
World Wrestling Entertainment Inc Class A (WWE),2015-06,23.15,1.58,0.1085,0.1701,0.37,0.42,0.0485,0.0025,0.0583,0.1127,1.93,-40.35,0.0179,0.0009,0.0018,-0.0555,1.73,0.5810,1
World Wrestling Entertainment Inc Class A (WWE),2015-09,29.38,1.55,0.0902,0.1654,0.40,0.41,0.1075,-0.0003,0.0551,0.1057,1.92,-19.51,0.0434,-0.0001,-0.0002,-0.0293,0.48,0.1690,1
World Wrestling Entertainment Inc Class A (WWE),2015-12,31.65,1.37,0.0929,0.1177,0.41,0.39,-0.0090,-0.0024,0.0527,0.1031,1.95,-49.92,-0.0037,-0.0010,-0.0019,-0.0792,3.53,0.8176,1
World Wrestling Entertainment Inc Class A (WWE),2016-03,26.33,1.42,0.0588,0.1242,0.43,0.45,0.1286,-0.0003,0.0519,0.0939,1.81,-35.41,0.0558,-0.0001,-0.0002,-0.0534,0.38,0.0745,1
World Wrestling Entertainment Inc Class A (WWE),2016-06,25.00,1.32,0.0409,0.1002,0.50,0.34,0.0079,0.0003,0.0781,0.1431,1.83,-144.76,0.0040,0.0001,0.0003,-0.2194,0.03,0.0405,1
World Wrestling Entertainment Inc Class A (WWE),2016-09,34.95,1.26,0.0268,0.0808,0.38,0.47,0.1113,0.0022,0.1002,0.1947,1.94,-10.51,0.0427,0.0008,0.0016,-0.0132,0.26,0.5231,1
World Wrestling Entertainment Inc Class A (WWE),2016-12,24.54,2.62,0.3528,0.3597,0.32,0.40,0.0708,0.0011,0.3089,0.7741,2.51,-44.62,0.0230,0.0004,0.0009,-0.0928,1.61,0.1993,1
World Wrestling Entertainment Inc Class A (WWE),2017-03,25.48,2.75,0.2724,0.3792,0.31,0.30,0.0212,0.0049,0.3556,0.9002,2.53,-6.52,0.0066,0.0015,0.0039,-0.0363,0.25,0.0140,1
World Wrestling Entertainment Inc Class A (WWE),2017-06,23.30,2.82,0.2216,0.3812,0.36,0.26,0.0498,0.0034,0.3603,0.8912,2.47,-5.77,0.0178,0.0012,0.0030,-0.0338,10.76,0.0498,1
World Wrestling Entertainment Inc Class A (WWE),2017-09,34.81,2.68,0.1766,0.3780,0.30,0.40,0.1824,0.0040,0.3495,0.8585,2.46,-5.88,0.0550,0.0012,0.0029,-0.0328,1.18,0.1258,1
World Wrestling Entertainment Inc Class A (WWE),2017-12,27.75,2.83,0.2241,0.4114,0.34,0.73,0.1272,0.0039,0.3269,0.7942,2.43,-5.25,0.0438,0.0014,0.0033,-0.0328,4.64,0.2769,1
World Wrestling Entertainment Inc Class A (WWE),2018-03,37.64,3.26,0.1706,0.4528,0.30,0.36,0.1159,0.0097,0.3343,0.7504,2.24,-5.98,0.0352,0.0029,0.0066,-0.0310,0.06,0.0127,1
World Wrestling Entertainment Inc Class A (WWE),2018-06,26.56,1.34,0.2314,0.1736,0.42,0.29,0.0753,-0.0070,0.3042,0.6947,2.28,-4.44,0.0317,-0.0030,-0.0067,-0.0344,37.06,0.3644,1
World Wrestling Entertainment Inc Class A (WWE),2018-09,40.30,1.26,0.1896,0.1377,0.28,0.36,0.0962,0.0183,0.3214,0.7657,2.38,-5.86,0.0272,0.0052,0.0123,-0.0264,3.73,0.2092,1
Park Hotels & Resorts Inc (PK),2015-12,16.27,1.56,0.0147,0.0097,0.07,1.00,0.1748,0.1007,0.4128,0.4118,1.00,2.51,0.0121,0.0069,0.0069,0.0199,2.28,0.0361,1
Park Hotels & Resorts Inc (PK),2016-03,18.11,1.92,0.0211,0.0166,0.07,1.00,0.1437,0.0333,0.4112,0.4102,1.00,2.07,0.0097,0.0022,0.0022,0.0173,1.46,0.0235,1
Park Hotels & Resorts Inc (PK),2016-06,19.24,2.34,0.0292,0.0257,0.07,1.00,0.1945,0.0828,0.4096,0.4086,1.00,3.13,0.0143,0.0061,0.0061,0.0218,1.97,0.0306,1
Park Hotels & Resorts Inc (PK),2016-09,20.92,3.28,0.0426,0.0405,0.07,1.00,0.1639,0.0507,0.3068,0.3060,1.00,2.24,0.0110,0.0034,0.0034,0.0184,1.79,0.0245,1
